Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Region,Category,Sub_Category,Product,Quantity,Unit_Price,Discount,Payment_Mode,Sales,Cost,Profit
ORD108618,2025-02-18,CUST15406,Neha Iyer,Male,25.0,Chennai,Tamil Nadu,South,Beauty,Skincare,Face Wash,2,399,0.15,Cash,678.3,360,318.3
ORD115537,2024-04-09,CUST15512,Tanvi Kulkarni,Male,21.0,Chennai,Tamil Nadu,South,Beauty,Skincare,Face Wash,2,399,0.1,UPI,718.2,360,358.2
ORD128474,2025-09-04,CUST13785,Kavya Kulkarni,Male,38.0,Surat,Gujarat,West,Clothing,Women,Kurti,2,1499,,UPI,2698.2,1440,1258.2
ORD108628,2024-03-25,CUST16184,Sneha Reddy,Male,37.0,Delhi,Delhi,North,Beauty,Skincare,Moisturizer,1,699,0.1,UPI,629.1,320,309.1
ORD101406,2025-05-11,CUST12675,Karan Mehta,Male,29.0,Ahmedabad,Gujarat,West,Clothing,Women,Kurti,2,1499,0.1,Debit Card,2698.2,1440,1258.2
ORD123566,2024-11-12,CUST14554,Priya Reddy,Male,44.0,Aurangabad,Maharashtra,West,Clothing,Women,Kurti,5,1499,0.15,Debit Card,6370.75,3600,2770.75
ORD115192,2024-10-28,CUST11213,Kavya Mehta,Female,18.0,Kolkata,West Bengal,East,Home & Kitchen,Kitchen,Electric Kettle,3,1499,0.0,Net Banking,4497.0,2550,1947.0
ORD115268,2024-10-30,CUST11416,Sahil Nair,Female,40.0,Kochi,Kerala,South,Electronics,Audio,Boat Airdopes,1,1499,0.0,UPI,1499.0,820,679.0
ORD112571,2024-05-15,CUST14873,Rahul Reddy,Male,25.0,Chandigarh,Chandigarh,North,Home & Kitchen,Kitchen,Air Fryer,1,6999,0.05,UPI,6649.05,4650,1999.05
ORD128653,2024-08-20,CUST16237,Sneha Deshmukh,Female,18.0,Hyderabad,Telangana,South,Sports,Fitness,Dumbbell Set,1,2499,0.15,Wallet,2124.15,1450,674.15
ORD116750,2024-05-30,CUST13924,Isha Chavan,Male,18.0, NAGPUR,Delhi,North,Electronics,Mobiles,OnePlus Nord CE,2,24999,0.25,Debit Card,37498.5,35600,1898.5
ORD114667,2024-09-03,CUST10732,Aditya Patil,Female,34.0,Amravati,Maharashtra,West, ELECTRONICS ,Outdoor,Football,2,999,0.05,Credit Card,1898.1,960,938.1
ORD125557,2024-07-05,CUST12667,Neha Mishra,Female,30.0,Chandigarh,Chandigarh,North,Clothing,Women,Kurti,1,1499,0.2,Net Banking,1199.2,720,479.2
ORD122221,2025-09-27,CUST13932,Meera Mehta,Female,39.0,Surat,Gujarat,West,Electronics,Mobiles,OnePlus Nord CE,1,24999,0.0,UPI,24999.0,17800,7199.0
ORD128789,2024-09-01,CUST15581,Priya Reddy,Male,35.0,Patna,Bihar,East,Clothing,Men,Jeans,1,1999,0.05,UPI,1899.05,1050,849.05
ORD125466,2025-12-16,CUST12523,Meera Joshi,Male,41.0,Chennai,Tamil Nadu,South,Sports,Outdoor,Football,3,999,0.0,Credit Card,2997.0,1440,1557.0
ORD124792,2024-02-26,CUST13362,Ananya Kumar,Male,39.0,Aurangabad,Maharashtra,West,Home & Kitchen,Kitchen,Electric Kettle,1,1499,0.0,Debit Card,1499.0,850,649.0
ORD105640,2025-05-18,CUST12216,Sahil Patil,Male,43.0,Chennai,Tamil Nadu,South,Electronics,Accessories,Wireless Mouse,5,799,0.0,Credit Card,3995.0,2100,1895.0
ORD127375,2025-10-23,CUST10826,Arjun Sharma,Male,45.0,Jaipur,Rajasthan,North,Clothing,Men,Formal Shirt,3,1299,0.05,Credit Card,3702.15,1950,1752.15
ORD119511,2025-10-09,CUST11707,Diya Patil,Female,19.0,Patna,Bihar,East,Electronics,Accessories,Wireless Mouse,1,799,0.1,Credit Card,719.1,420,299.1
ORD122374,2024-09-25,CUST15494,Raj Kumar,Male,35.0,Pune,Maharashtra,West,Clothing,Women,Saree,1,2499,0.25,Debit Card,1874.25,1300,574.25
ORD100896,2025-03-05,CUST11001,Simran Patil,Male,18.0,Surat,Gujarat,West,Grocery,Snacks,Dry Fruits 500g,1,799,0.05,Debit Card,759.05,520,239.05
ORD112058,2025-03-26,CUST10769,Ananya Gawande,Male,18.0,Aurangabad,Maharashtra,West,Beauty,Hair Care,Hair Dryer,3,1899,0.0,Debit Card,5697.0,3150,2547.0
ORD114850,2025-08-19,CUST16452,Aditya Singh,Female,26.0,Bhubaneswar,Odisha,East,Electronics,Mobiles,Samsung Galaxy A15,1,17999,0.1,UPI,16199.1,12500,3699.1
ORD104084,2024-08-15,CUST14536,Amit Patil,Female,34.0,Patna,Bihar,East,Home & Kitchen,Kitchen,Electric Kettle,1,1499,0.1,Net Banking,1349.1,850,499.1
ORD107932,2025-10-21,CUST12465,Arjun Gupta,Female,42.0,Jaipur,Rajasthan,North,Electronics,Laptops,Lenovo IdeaPad Slim,1,58999,0.1,UPI,53099.1,45500,7599.1
ORD117688,2025-04-12,CUST15759,Pooja Gupta,Female,28.0,Lucknow,Uttar Pradesh,North,Grocery,Snacks,Dry Fruits 500g,4,799,0.15,Credit Card,2716.6,2080,636.6
ORD108557,2025-07-17,CUST15670,Vikram Das,Female,43.0,Mysuru,Karnataka,South,Sports,Fitness,Yoga Mat,2,899,0.1,Cash,1618.2,840,778.2
ORD127294,2025-01-25,CUST15669,Kavya Reddy,Male,39.0,Mysuru,Karnataka,South,Sports,Fitness,Dumbbell Set,1,2499,0.05,UPI,2374.05,1450,924.05
ORD114461,2024-10-09,CUST10528,Akash Pawar,Male,24.0,Pune,Maharashtra,West,Clothing,Footwear,Casual Sneakers,1,2199,0.2,Net Banking,1759.2,1200,559.2
ORD102819,2025-10-19,CUST12486,Raj Joshi,Male,42.0,Mumbai,Maharashtra,West,Home & Kitchen,Furniture,Study Table,5,5999,0.05,Debit Card,28495.25,19500,8995.25
ORD112365,2024-02-13,CUST15432,Aarav Deshmukh,Male,27.0,Amravati,Maharashtra,West,Electronics,Mobiles,OnePlus Nord CE,2,24999,0.15,Credit Card,42498.3,35600,6898.3
ORD110388,2025-03-29,CUST15475,Sahil Reddy,Male,25.0,Chennai,Tamil Nadu,South,Electronics,Accessories,USB-C Hub,1,1899,0.0,UPI,1899.0,1050,849.0
ORD120550,2025-03-30,CUST15492,Sahil Reddy,Male,50.0,Bengaluru,Karnataka,South,Electronics,Laptops,HP 15s Laptop,1,54999,0.15,UPI,46749.15,43000,3749.15
ORD105623,2024-05-28,CUST16498,Isha Jadhav,Female,18.0,Nagpur,Maharashtra,West,Clothing,Women,Saree,1,2499,0.0,UPI,2499.0,1300,1199.0
ORD117462,2024-07-23,CUST16143,Zoya Patil,Male,28.0,Nashik,Maharashtra,West,Beauty,Hair Care,Hair Dryer,4,1899,0.0,UPI,7596.0,4200,3396.0
ORD112628,2025-02-10,CUST14941,Nikhil Mishra,Male,33.0,Nagpur,Maharashtra,West,Grocery,Staples,Basmati Rice 5kg,1,699,0.15,UPI,594.15,520,74.15
ORD117419,2025-10-04,CUST14767,Riya Reddy,Male,33.0,Pune ,West Bengal,East,Sports,Fitness,Yoga Mat,3,899,0.1,Wallet,2427.3,1260,1167.3
ORD102900,2025-05-26,CUST15110,Vikram Das,Female,37.0,Delhi,Delhi,North,Grocery,Beverages,Coffee 500g,2,499,0.2,UPI,798.4,580,218.4
ORD127038,2024-03-22,CUST11072,Varun Shah,Male,31.0,Hyderabad,Telangana,South,Electronics,Mobiles,Samsung Galaxy A15,2,17999,0.2,Credit Card,28798.4,25000,3798.4
ORD124629,2024-06-15,CUST16321,Aisha Gupta,Male,30.0,Mysuru,Karnataka,South,Clothing,Footwear,Running Shoes,3,2999,,Debit Card,8997.0,4950,4047.0
ORD106138,2025-08-26,CUST12457,Aarav Shah,Male,18.0,Patna,Bihar,East,Electronics,Mobiles,Samsung Galaxy A15,1,17999,0.1,Debit Card,16199.1,12500,3699.1
ORD128599,2025-11-29,CUST15332,Isha Iyer,Male,34.0,Bengaluru,Karnataka,South,Home & Kitchen,Kitchen,Air Fryer,5,6999,0.2,Credit Card,27996.0,23250,4746.0
ORD111132,2024-08-24,CUST10807,Tanvi Reddy,Male,28.0,Bhubaneswar,Odisha,East,Clothing,Women,Saree,2,2499,0.1,Debit Card,4498.2,2600,1898.2
ORD103673,2024-05-02,CUST15369,Aditya Das,Female,20.0,Ahmedabad,Gujarat,West,Sports,Outdoor,Cricket Bat,5,2999,0.05,Net Banking,14245.25,8500,5745.25
ORD114897,2024-11-03,CUST15228,Aditya Sharma,Female,37.0,Bhubaneswar,Odisha,East,Grocery,Beverages,Coffee 500g,1,499,0.25,UPI,374.25,290,84.25
ORD103382,2024-01-16,CUST14908,Rahul Gawande,Female,24.0,Surat,Gujarat,West,Grocery,Snacks,Dry Fruits 500g,4,799,0.1,UPI,2876.4,2080,796.4
ORD106492,2024-10-03,CUST16472,Aditya Shah,Female,18.0,Hyderabad,Telangana,South,Electronics,Audio,JBL Bluetooth Speaker,1,3999,0.05,Credit Card,3799.05,2450,1349.05
ORD116602,2025-01-02,CUST14022,Aisha Verma,Female,18.0,Lucknow,Uttar Pradesh,North,electronics,Mobiles,OnePlus Nord CE,1,24999,0.05,Credit Card,23749.05,17800,5949.05
ORD125252,2025-12-23,CUST16253,Pooja Deshmukh,Female,36.0,Kochi,Kerala,South,Home & Kitchen,Furniture,Study Table,2,5999,0.15,UPI,10198.3,7800,2398.3
ORD107267,2025-04-26,CUST13756,Neha Kumar,Male,18.0,Surat,Gujarat,West,Sports,Outdoor,Football,2,999,0.05,UPI,1898.1,960,938.1
ORD122424,2025-04-09,CUST14499,Diya Mishra,Female,22.0,Kolkata,West Bengal,East,Electronics,Audio,Boat Airdopes,4,1499,0.15,Cash,5096.6,3280,1816.6
ORD105160,2024-08-02,CUST13494,Rahul Shah,Male,29.0,Mumbai,Maharashtra,West,Sports,Fitness,Dumbbell Set,5,2499,0.05,UPI,11870.25,7250,4620.25
ORD113271,2025-03-03,CUST15392,Pooja Joshi,Female,27.0,Kolkata,West Bengal,East,Grocery,Beverages,Green Tea,2,349,0.1,UPI,628.2,380,248.2
ORD103949,2024-06-30,CUST10900,Priya Kulkarni,Male,47.0,Chandigarh,Chandigarh,North,Home & Kitchen,Kitchen,Mixer Grinder,5,3499,0.1,Debit Card,15745.5,11000,4745.5
ORD122407,2024-02-29,CUST14496,Aarav Joshi,Male,33.0,Kolkata,West Bengal,East,Electronics,Mobiles,Samsung Galaxy A15,1,17999,0.1,Cash,16199.1,12500,3699.1
ORD105777,2025-08-29,CUST10232,Yash Deshmukh,Female,27.0,Amravati,Maharashtra,West,Electronics,Audio,JBL Bluetooth Speaker,1,3999,0.0,Debit Card,3999.0,2450,1549.0
ORD120826,2024-08-11,CUST12911,Sneha Iyer,Male,18.0,Nagpur,Maharashtra,West,Electronics,Laptops,HP 15s Laptop,5,54999,0.15,Credit Card,233745.75,215000,18745.75
ORD114189,2025-04-08,CUST12277,Akash Mehta,Male,35.0,Jaipur,Rajasthan,North,Sports,Fitness,Dumbbell Set,4,2499,0.05,Credit Card,9496.2,5800,3696.2
ORD123656,2024-03-18,CUST13073,Aditya Das,Male,22.0,Hyderabad,Telangana,South,Clothing,Footwear,Running Shoes,3,2999,0.15,Debit Card,7647.45,4950,2697.45
ORD123016,2025-07-17,CUST14827,Raj Verma,Male,39.0,Mumbai,Maharashtra,West,Electronics,Audio,JBL Bluetooth Speaker,1,3999,0.05,Debit Card,3799.05,2450,1349.05
ORD106902,2025-06-20,CUST13964,Aisha Singh,Female,18.0,Lucknow,Uttar Pradesh,North,Clothing,Footwear,Running Shoes,2,2999,0.15,Debit Card,5098.3,3300,1798.3
ORD122212,2024-07-21,CUST15305,Ananya Sharma,Male,53.0,Hyderabad,Telangana,South,Electronics,Mobiles,OnePlus Nord CE,1,24999,0.05,Net Banking,23749.05,17800,5949.05
ORD120843,2025-05-19,CUST11176,Riya Nair,Male,32.0,Amravati,Maharashtra,West,Beauty,Hair Care,Shampoo,2,499,0.05,UPI,948.1,480,468.1
ORD124296,2024-11-23,CUST13546,Tanvi Jadhav,Female,39.0,Surat,Gujarat,West,Home & Kitchen,Furniture,Study Table,1,5999,0.15,Net Banking,5099.15,3900,1199.15
ORD109685,2024-05-17,CUST12077,Sahil Pawar,Female,18.0,Delhi,Delhi,North,Home & Kitchen,Kitchen,Air Fryer,2,6999,0.05,Debit Card,13298.1,9300,3998.1
ORD106868,2025-03-11,CUST13974,Yash Verma,Female,27.0,Mysuru,Karnataka,South,Electronics,Audio,JBL Bluetooth Speaker,2,3999,0.15,UPI,6798.3,4900,1898.3
ORD116094,2024-12-03,CUST11872,Varun Deshmukh,Male,35.0,Ahmedabad,Gujarat,West,Clothing,Women,Kurti,2,1499,0.15,Wallet,2548.3,1440,1108.3
ORD104341,2025-09-15,CUST11437,Meera Gupta,Male,21.0,Nagpur,Maharashtra,West,Electronics,Laptops,HP 15s Laptop,1,54999,0.0,UPI,54999.0,43000,11999.0
ORD122500,2024-04-15,CUST12689,Ananya Singh,Male,26.0,Chennai,Tamil Nadu,South,Home & Kitchen,Kitchen,Electric Kettle,3,1499,0.1,Credit Card,4047.3,2550,1497.3
ORD103031,2024-06-13,CUST13183,Meera Jadhav,Male,41.0,Bhubaneswar,Odisha,East,Electronics,Audio,JBL Bluetooth Speaker,1,3999,0.1,Cash,3599.1,2450,1149.1
ORD110507,2024-01-27,CUST12706,Aarav Jadhav,Male,28.0,Kochi,Kerala,South,Clothing,Women,Saree,2,2499,0.0,Cash,4998.0,2600,2398.0
ORD100624,2024-02-18,CUST13502,Aisha Mehta,Male,43.0,Aurangabad,Maharashtra,West,Electronics,Laptops,HP 15s Laptop,1,54999,0.05,UPI,52249.05,43000,9249.05
ORD102141,2024-10-16,CUST13181,Sneha Chavan,Female,22.0,Nashik,Maharashtra,West,Beauty,Skincare,Face Wash,2,399,0.0,Net Banking,798.0,360,438.0
ORD124733,2024-12-12,CUST11240,Akash Gawande,Male,39.0,Kochi,Kerala,South,Electronics,Accessories,Wireless Mouse,5,799,0.1,Credit Card,3595.5,2100,1495.5
ORD122480,2025-09-14,CUST10908,Simran Gawande,Male,29.0,Bhubaneswar,Odisha,East,Home & Kitchen,Kitchen,Electric Kettle,1,1499,0.1,UPI,1349.1,850,499.1
ORD128265,2025-04-04,CUST10701,Raj Gupta,Female,18.0,Aurangabad,Maharashtra,West,Home & Kitchen,Kitchen,Air Fryer,1,6999,0.25,UPI,5249.25,4650,599.25
ORD116277,2025-05-15,CUST12254,Karan Mehta,Male,38.0,Mysuru,Karnataka,South,Home & Kitchen,Kitchen,Air Fryer,5,6999,0.1,UPI,31495.5,23250,8245.5
ORD112341,2025-11-13,CUST12540,Meera Kulkarni,Male,34.0,Chennai,Tamil Nadu,South,Home & Kitchen,Kitchen,Mixer Grinder,3,3499,0.1,Cash,9447.3,6600,2847.3
ORD128903,2025-12-01,CUST14473,Aarav Shah,Female,28.0,Chandigarh,Chandigarh,North,Grocery,Beverages,Green Tea,4,349,0.05,UPI,1326.2,760,566.2
ORD120731,2024-10-23,CUST11875,Sahil Chavan,Male,48.0,Kolkata,West Bengal,East,Clothing,Men,Formal Shirt,1,1299,0.1,UPI,1169.1,650,519.1
ORD124932,2025-02-08,CUST10669,Sneha Singh,Male,31.0,Mysuru,Karnataka,South,Grocery,Beverages,Green Tea,1,349,0.15,Credit Card,296.65,190,106.65
ORD125395,2025-10-08,CUST11041,Raj Patil,Male,38.0,Ahmedabad,Gujarat,West,Clothing,Footwear,Casual Sneakers,1,2199,0.1,Credit Card,1979.1,1200,779.1
ORD114926,2025-12-13,CUST12597,Priya Patil,Male,29.0,Chandigarh,Chandigarh,North,Home & Kitchen,Furniture,Office Chair,1,8999,0.0,Debit Card,8999.0,6100,2899.0
ORD128989,2025-07-05,CUST10710,Simran Jadhav,Male,33.0,Chennai,Tamil Nadu,South,Home & Kitchen,Furniture,Office Chair,5,8999,0.2,Debit Card,35996.0,30500,5496.0
ORD120599,2025-02-20,CUST13697,Isha Singh,Male,23.0,Kolkata,West Bengal,East, ELECTRONICS ,Men,Jeans,1,1999,0.05,Debit Card,1899.05,1050,849.05
ORD120346,2025-07-12,CUST12497,Aisha Mehta,Male,18.0,Lucknow,Uttar Pradesh,North,Electronics,Audio,JBL Bluetooth Speaker,1,3999,0.1,Debit Card,3599.1,2450,1149.1
ORD117470,2025-03-19,CUST12414,Arjun Kulkarni,Male,33.0,Patna,Bihar,East,Electronics,Audio,JBL Bluetooth Speaker,3,3999,0.2,UPI,9597.6,7350,2247.6
ORD102602,2024-06-25,CUST15156,Kavya Sharma,Male,38.0,Kochi,Kerala,South,Beauty,Skincare,Face Wash,2,399,0.25,UPI,598.5,360,238.5
ORD116356,2025-07-25,CUST10568,Sneha Patil,Male,36.0,Delhi,Delhi,North,Grocery,Snacks,Dry Fruits 500g,1,799,0.05,Wallet,759.05,520,239.05
ORD119474,2024-10-11,CUST15265,Raj Joshi,Female,42.0,Bengaluru,Karnataka,South,Home & Kitchen,Appliances,LED TV 43 inch,1,32999,0.15,Credit Card,28049.15,25500,2549.15
ORD107964,2025-05-29,CUST10007,Yash Nair,Female,35.0,Delhi,Delhi,North,Home & Kitchen,Furniture,Office Chair,2,8999,0.2,Wallet,14398.4,12200,2198.4
ORD128811,2025-05-19,CUST14043,Vikram Gawande,Male,42.0,Hyderabad,Telangana,South,Electronics,Mobiles,OnePlus Nord CE,4,24999,0.1,Debit Card,89996.4,71200,18796.4
ORD116113,2025-08-02,CUST15665,Aditya Gupta,Female,18.0,Nashik,Maharashtra,West,Electronics,Mobiles,OnePlus Nord CE,3,24999,0.05,Debit Card,71247.15,53400,17847.15
ORD111841,2025-04-19,CUST11511,Kavya Gawande,Female,18.0,Mysuru,Karnataka,South,Home & Kitchen,Kitchen,Electric Kettle,1,1499,0.15,UPI,1274.15,850,424.15
ORD100762,2024-05-20,CUST16292,Sahil Chavan,Female,22.0,Ahmedabad,Gujarat,West,Grocery,Staples,Basmati Rice 5kg,1,699,0.05,Debit Card,664.05,520,144.05
ORD113738,2024-08-30,CUST11642,Aisha Patil,Male,26.0,Aurangabad,Maharashtra,West,Clothing,Footwear,Running Shoes,4,2999,0.0,UPI,11996.0,6600,5396.0
ORD104819,2024-02-14,CUST15666,Aisha Reddy,Male,37.0,Chandigarh,Chandigarh,North,Electronics,Audio,JBL Bluetooth Speaker,1,3999,0.0,Credit Card,3999.0,2450,1549.0
ORD119052,2024-05-10,CUST12244,Riya Singh,Male,37.0,Mysuru,Karnataka,South,Home & Kitchen,Kitchen,Mixer Grinder,1,3499,0.1,Debit Card,3149.1,2200,949.1
ORD123732,2024-03-07,CUST12843,Riya Deshmukh,Male,30.0,Nagpur,Maharashtra,West,Beauty,Skincare,Face Wash,1,399,0.05,Credit Card,379.05,180,199.05
ORD114355,2024-04-30,CUST10319,Diya Singh,Female,40.0,Surat,Gujarat,West,Home & Kitchen,Kitchen,Air Fryer,2,6999,0.15,Credit Card,11898.3,9300,2598.3
ORD106328,2024-10-25,CUST11521,Nikhil Singh,Male,23.0,Mumbai,Maharashtra,West,Clothing,Women,Kurti,4,1499,0.2,UPI,4796.8,2880,1916.8
ORD121899,2025-08-12,CUST10499,Rahul Joshi,Female,33.0,Hyderabad,Telangana,South,Home & Kitchen,Furniture,Study Table,3,5999,0.0,UPI,17997.0,11700,6297.0
ORD113035,2024-05-24,CUST10392,Amit Gawande,Female,32.0,Kolkata,West Bengal,East,Home & Kitchen,Appliances,LED TV 43 inch,2,32999,0.0,Net Banking,65998.0,51000,14998.0
ORD115895,2025-12-16,CUST15488,Meera Gawande,Female,29.0,Mumbai,Maharashtra,West,Beauty,Skincare,Moisturizer,4,699,0.05,Cash,2656.2,1280,1376.2
ORD101837,2024-01-14,CUST10260,Priya Mehta,Female,44.0,Kochi,Kerala,South,Clothing,Men,Formal Shirt,1,1299,0.1,UPI,1169.1,650,519.1
ORD107024,2024-06-18,CUST12636,Arjun Deshmukh,Male,34.0,Delhi,Delhi,North,Electronics,Mobiles,Samsung Galaxy A15,1,17999,0.2,UPI,14399.2,12500,1899.2
ORD119083,2024-02-23,CUST15096,Aarav Mehta,Male,40.0,Surat,Gujarat,West,Clothing,Men,Jeans,1,1999,0.05,UPI,1899.05,1050,849.05
ORD119664,2025-07-25,CUST10839,Ananya Deshmukh,Female,26.0,Bengaluru,Karnataka,South,Electronics,Audio,JBL Bluetooth Speaker,5,3999,0.1,Debit Card,17995.5,12250,5745.5
ORD113405,2024-06-05,CUST14288,Aisha Gupta,Female,24.0,mumbai,Maharashtra,West,Clothing,Women,Kurti,2,1499,0.05,UPI,2848.1,1440,1408.1
ORD102868,2024-10-12,CUST14060,Nikhil Das,Male,36.0,Amravati,Maharashtra,West,Home & Kitchen,Kitchen,Mixer Grinder,3,3499,0.05,UPI,9972.15,6600,3372.15
ORD101536,2025-01-26,CUST14809,Pooja Deshmukh,Female,41.0,Mysuru,Karnataka,South,Home & Kitchen,Furniture,Study Table,1,5999,0.15,UPI,5099.15,3900,1199.15
ORD124184,2024-08-22,CUST14330,Diya Chavan,Female,33.0,Kolkata,West Bengal,East,Grocery,Beverages,Green Tea,1,349,0.0,UPI,349.0,190,159.0
ORD108993,2024-11-24,CUST14506,Pooja Joshi,Female,40.0,Delhi,Delhi,North,Home & Kitchen,Furniture,Study Table,1,5999,0.1,Credit Card,5399.1,3900,1499.1
ORD108398,2025-01-08,CUST14047,Tanvi Gupta,Female,37.0,Bhubaneswar,Odisha,East,Electronics,Accessories,Wireless Mouse,1,799,0.1,Debit Card,719.1,420,299.1
ORD100516,2025-04-05,CUST12432,Simran Iyer,Male,,Delhi,Delhi,North,Home & Kitchen,Kitchen,Mixer Grinder,2,3499,0.1,Credit Card,6298.2,4400,1898.2
ORD120396,2024-02-02,CUST13809,Sneha Chavan,Female,43.0,Nagpur,Maharashtra,West,Sports,Fitness,Dumbbell Set,2,2499,0.15,Net Banking,4248.3,2900,1348.3
ORD124675,2024-02-21,CUST11046,Simran Kumar,Female,25.0,Kochi,Kerala,South,Clothing,Women,Kurti,4,1499,0.0,Credit Card,5996.0,2880,3116.0
ORD114331,2025-05-21,CUST13850,Akash Singh,Female,52.0,Kolkata,West Bengal,East,Home & Kitchen,Kitchen,Electric Kettle,4,1499,0.2,Credit Card,4796.8,3400,1396.8
ORD115411,2025-06-14,CUST10980,Tanvi Verma,Male,40.0,Mysuru,Karnataka,South,Electronics,Laptops,Lenovo IdeaPad Slim,1,58999,0.1,Credit Card,53099.1,45500,7599.1
ORD100216,2024-08-15,CUST13114,Rohan Reddy,Male,40.0,Aurangabad,Maharashtra,West,Clothing,Women,Saree,1,2499,0.1,UPI,2249.1,1300,949.1
ORD121353,2024-12-19,CUST16396,Aditya Nair,Male,41.0,Ahmedabad,Gujarat,West,Clothing,Footwear,Casual Sneakers,2,2199,0.0,Debit Card,4398.0,2400,1998.0
ORD120094,2024-09-25,CUST14420,Tanvi Kulkarni,Female,37.0,Bengaluru,Karnataka,South,Grocery,Beverages,Coffee 500g,4,499,0.05,,1896.2,1160,736.2
ORD116153,2025-05-27,CUST16243,Nikhil Sharma,Female,24.0,Nashik,Maharashtra,West,Beauty,Skincare,Face Wash,1,399,0.1,Wallet,359.1,180,179.1
ORD112695,2025-12-24,CUST14787,Ananya Kumar,Male,38.0,Chennai,Tamil Nadu,South,Sports,Fitness,Dumbbell Set,2,2499,0.1,Credit Card,4498.2,2900,1598.2
ORD126087,2025-06-07,CUST11813,Raj Iyer,Male,38.0,Chennai,Tamil Nadu,South,Clothing,Women,Saree,2,2499,0.15,Credit Card,4248.3,2600,1648.3
ORD106760,2025-07-13,CUST13887,Rohan Pawar,Female,24.0,Chandigarh,Chandigarh,North,Grocery,Beverages,Green Tea,1,349,0.25,UPI,261.75,190,71.75
ORD104867,2024-03-06,CUST14385,Akash Das,Female,38.0,Nashik,Maharashtra,West,Grocery,Beverages,Coffee 500g,2,499,0.15,Wallet,848.3,580,268.3
ORD107505,2025-12-28,CUST15732,Rohan Mishra,Female,,Surat,Gujarat,West,Grocery,Staples,Wheat Flour 5kg,3,299,0.25,Credit Card,672.75,660,12.75
ORD116744,2024-03-29,CUST15779,Neha Iyer,Female,33.0,Chennai,Tamil Nadu,South,Home & Kitchen,Appliances,Ceiling Fan,4,2899,0.05,Debit Card,11016.2,7400,3616.2
ORD119406,2024-08-30,CUST10847,Tanvi Joshi,Female,29.0,Chandigarh,Chandigarh,North,Clothing,Footwear,Running Shoes,1,2999,0.2,Cash,2399.2,1650,749.2
ORD104438,2024-07-29,CUST14486,Sneha Singh,Female,33.0,Bhubaneswar,Odisha,East,Grocery,Snacks,Dry Fruits 500g,4,799,0.05,Net Banking,3036.2,2080,956.2
ORD106503,2025-03-09,CUST10502,Riya Mishra,Female,32.0,Pune,Maharashtra,West,Grocery,Staples,Wheat Flour 5kg,1,299,0.0,Debit Card,299.0,220,79.0
ORD109390,2025-01-07,CUST14790,Amit Reddy,Female,23.0,Amravati,Maharashtra,West,Electronics,Accessories,Mechanical Keyboard,2,2499,0.05,Net Banking,4748.1,2900,1848.1
ORD107255,2024-04-07,CUST13245,Amit Gawande,Male,19.0,Kolkata,West Bengal,East,Grocery,Beverages,Coffee 500g,2,499,0.05,UPI,948.1,580,368.1
ORD115752,2024-03-19,CUST10223,Rahul Reddy,Male,51.0,Delhi,Delhi,North,Sports,Outdoor,Cricket Bat,3,2999,0.0,Debit Card,8997.0,5100,3897.0
ORD128707,2025-08-02,CUST15486,Isha Chavan,Female,19.0,Nashik,Maharashtra,West,Beauty,Skincare,Face Wash,4,399,0.0,UPI,1596.0,720,876.0
ORD114943,2025-08-07,CUST16112,Rahul Joshi,Male,26.0,Mumbai,Maharashtra,West,Home & Kitchen,Kitchen,Electric Kettle,4,1499,0.1,Cash,5396.4,3400,1996.4
ORD107656,2024-09-27,CUST16131,Akash Singh,Male,22.0,Mysuru,Karnataka,South,Clothing,Men,Formal Shirt,2,1299,0.0,Credit Card,2598.0,1300,1298.0
ORD115341,2024-10-07,CUST13682,Aarav Verma,Female,29.0,Kochi,Kerala,South,Sports,Outdoor,Football,1,999,0.05,Cash,949.05,480,469.05
ORD106730,2024-08-09,CUST11637,Tanvi Deshmukh,Female,41.0,Bhubaneswar,Odisha,East,Grocery,Beverages,Green Tea,2,349,0.0,Cash,698.0,380,318.0
ORD117012,2024-12-24,CUST16023,Yash Gawande,Male,30.0,Chandigarh,Chandigarh,North,Grocery,Staples,Wheat Flour 5kg,4,299,0.1,Debit Card,1076.4,880,196.4
ORD111316,2024-05-14,CUST11202,Yash Mehta,Male,32.0,Surat,Gujarat,West,Clothing,Women,Kurti,4,1499,0.15,UPI,5096.6,2880,2216.6
ORD111305,2025-10-23,CUST13166,Aditya Reddy,Male,23.0,Surat,Gujarat,West,Sports,Outdoor,Cricket Bat,4,2999,0.1,UPI,10796.4,6800,3996.4
ORD114198,2024-06-23,CUST10970,Varun Gupta,Female,18.0,Chennai,Tamil Nadu,South,Clothing,Women,Saree,1,2499,0.05,Net Banking,2374.05,1300,1074.05
ORD111180,2024-10-04,CUST12075,Simran Joshi,Male,18.0,Chennai,Tamil Nadu,South,Electronics,Accessories,Wireless Mouse,2,799,0.1,Credit Card,1438.2,840,598.2
ORD117476,2024-10-12,CUST13518,Raj Verma,Male,33.0,Bhubaneswar,Odisha,East,Home & Kitchen,Furniture,Study Table,3,5999,0.0,Credit Card,17997.0,11700,6297.0
ORD118584,2025-04-07,CUST13836,Akash Deshmukh,Female,23.0,Kochi,Kerala,South,Beauty,Hair Care,Hair Dryer,1,1899,0.1,UPI,1709.1,1050,659.1
